experiment_id,experiment_group,experiment_name,target,target_definition,basket_rule,long_fraction,short_fraction,weighting_scheme,ranking_scheme,short_treatment,training_window,alpha_learning_method,AUM,period,start_date,end_date,net_annual_return,net_vol,net_sharpe,max_drawdown,gross_sharpe,commission_drag,slippage_drag,borrow_drag,average_turnover,average_gross_exposure_used,cap_binding_days,fraction_cap_binding_days,average_long_names,average_short_names,IC_mean,IC_tstat,worst_12m_return,average_daily_commission_bps,average_daily_slippage_bps,average_daily_borrow_bps,notes
phase2_g1_01_top_bottom_3pct_equal,G1_basket_size_concentration,"top/bottom 3%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 3%, equal weight",0.03,0.03,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,1000000000.0,internal_holdout_2023_2024,2023-01-01,2024-12-31,-0.05980141094782099,0.05150698705150708,-1.1712453442584274,-0.1605971627856564,-0.16801980380341752,0.22764964904413965,0.6796920424000775,0.09588384901079272,0.9276822213850299,0.46384111069251494,501,0.99800796812749,28.5,28.5,0.01262338697088347,1.3372717809089483,-0.1426654749054851,0.46384111069251494,1.3915233320775444,0.19686663815735952,Current champion basket control.
phase2_g1_01_top_bottom_3pct_equal,G1_basket_size_concentration,"top/bottom 3%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 3%, equal weight",0.03,0.03,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,1000000000.0,full_2010_2024,2010-01-01,2024-12-31,0.00671183376869533,0.026437133039650982,0.26628490691030154,-0.16059716278565506,1.2391840117899335,0.21837774685612032,0.6544138638148932,0.10010749420861847,0.45644792963047287,0.22822396481523644,3773,0.9997350291467939,24.916534181240063,24.916534181240063,0.02816802648069744,9.46459597093671,-0.1426654749054851,0.2282239648152364,0.6846718944457092,0.10500313137577387,Current champion basket control.
phase2_g1_02_top_bottom_5pct_equal,G1_basket_size_concentration,"top/bottom 5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 5%, equal weight",0.05,0.05,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,50000000.0,design_2010_2018,2010-01-01,2018-12-31,0.02883076682674446,0.03571589921608217,0.8137056534659269,-0.16684691060290358,3.9396400891987837,0.7058495874062647,2.117548762218796,0.30253608610779625,2.0,1.0,2096,0.9257950530035336,38.420494699646646,38.420494699646646,0.03531071308907466,9.799260651609965,-0.16702005862427916,0.9999999999999999,2.999999999999999,0.4281528103565159,
phase2_g1_02_top_bottom_5pct_equal,G1_basket_size_concentration,"top/bottom 5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 5%, equal weight",0.05,0.05,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,50000000.0,validation_2019_2022,2019-01-01,2022-12-31,0.025948302532318168,0.05968479001794523,0.4590878238100733,-0.18788657756761606,2.3952493284135636,0.4223350332591167,1.2670050997773497,0.24682137156702388,2.0,1.0,303,0.3005952380952381,46.59920634920635,46.59920634920635,0.01985138155316844,3.2922941851370706,-0.15135808870404133,1.0000000000000002,2.9999999999999987,0.5841197925637424,
phase2_g1_02_top_bottom_5pct_equal,G1_basket_size_concentration,"top/bottom 5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 5%, equal weight",0.05,0.05,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,50000000.0,internal_holdout_2023_2024,2023-01-01,2024-12-31,-0.019082509879052245,0.04890426208607302,-0.3695814786738309,-0.09426731272027833,1.944004839616927,0.5140942000792488,1.5423236492145342,0.25716846899697476,1.99601593625498,0.99800796812749,26,0.05179282868525897,47.754980079681275,47.754980079681275,0.01262338697088347,1.3372717809089483,-0.0690194470687121,0.9980079681274904,2.99402390438247,0.499007309468924,
phase2_g1_02_top_bottom_5pct_equal,G1_basket_size_concentration,"top/bottom 5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 5%, equal weight",0.05,0.05,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,50000000.0,full_2010_2024,2010-01-01,2024-12-31,0.021559246804895515,0.045104694864645814,0.49548180298070577,-0.18788657756761684,2.9981392056592377,0.5586787221594123,1.6760483836842845,0.26793029683483527,1.9994700582935878,0.9997350291467939,2425,0.6425543190249072,41.84658187599364,41.84658187599364,0.02816802648069744,9.46459597093671,-0.16702005862427916,0.999735029146794,2.9992050874403806,0.4792348656345534,
phase2_g1_02_top_bottom_5pct_equal,G1_basket_size_concentration,"top/bottom 5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 5%, equal weight",0.05,0.05,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,250000000.0,design_2010_2018,2010-01-01,2018-12-31,0.02521582743690587,0.03665018560648409,0.6978287820993534,-0.13812107415078145,3.3057297806150006,0.5973223401544394,1.7957186937248295,0.21485996463637824,1.7433948697508148,0.8716974348754074,2264,1.0,38.420494699646646,38.420494699646646,0.03531071308907466,9.799260651609965,-0.13865332232556127,0.8716974348754074,2.615092304626222,0.3120118597000845,
phase2_g1_02_top_bottom_5pct_equal,G1_basket_size_concentration,"top/bottom 5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 5%, equal weight",0.05,0.05,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,250000000.0,validation_2019_2022,2019-01-01,2022-12-31,0.0342055694217287,0.06442082090174417,0.5543578500544937,-0.18409017221024904,2.3165607988435126,0.3867561946504252,1.1602637630101886,0.2151829911284051,1.9769183834727961,0.9884591917363981,1008,1.0,46.59920634920635,46.59920634920635,0.01985138155316844,3.2922941851370706,-0.14563556010812118,0.9884591917363982,2.9653775752091933,0.5496784495362885,
phase2_g1_02_top_bottom_5pct_equal,G1_basket_size_concentration,"top/bottom 5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 5%, equal weight",0.05,0.05,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,250000000.0,internal_holdout_2023_2024,2023-01-01,2024-12-31,-0.018367107410334427,0.050531688454812734,-0.34165241167183635,-0.0966678745350048,1.8915254616738615,0.49745708470483474,1.4924056093376623,0.2433151793032008,1.9956812125067702,0.9978406062533851,501,0.99800796812749,47.754980079681275,47.754980079681275,0.01262338697088347,1.3372717809089483,-0.07228889884785161,0.9978406062533853,2.9935218187601547,0.4878428884515902,
phase2_g1_02_top_bottom_5pct_equal,G1_basket_size_concentration,"top/bottom 5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 5%, equal weight",0.05,0.05,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,250000000.0,full_2010_2024,2010-01-01,2024-12-31,0.0216884893124083,0.04746990608414609,0.4757666592823689,-0.18409017221024893,2.63934003986398,0.4876345160968989,1.4640629560481595,0.21187590843655263,1.8393247706239595,0.9196623853119797,3773,0.9997350291467939,41.84658187599364,41.84658187599364,0.02816802648069744,9.46459597093671,-0.14563556010812118,0.9196623853119797,2.7589871559359382,0.39887860558989613,
phase2_g1_02_top_bottom_5pct_equal,G1_basket_size_concentration,"top/bottom 5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 5%, equal weight",0.05,0.05,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,1000000000.0,design_2010_2018,2010-01-01,2018-12-31,0.012470949645087215,0.013895996207981034,0.89886140930777,-0.045321947150368636,2.989663501669787,0.47796893632781057,1.4447531194450058,0.16808003658920034,0.535176488562765,0.2675882442813825,2264,1.0,38.420494699646646,38.420494699646646,0.03531071308907466,9.799260651609965,-0.045469315166660196,0.2675882442813825,0.8027647328441473,0.09283117315310681,
phase2_g1_02_top_bottom_5pct_equal,G1_basket_size_concentration,"top/bottom 5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 5%, equal weight",0.05,0.05,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,1000000000.0,validation_2019_2022,2019-01-01,2022-12-31,0.030796286376990833,0.049173252705692776,0.641478530552877,-0.13867359653457534,1.7855692708572117,0.25208117278663766,0.7570148422284915,0.13499472528920564,0.9855397044381038,0.4927698522190519,1008,1.0,46.59920634920635,46.59920634920635,0.01985138155316844,3.2922941851370706,-0.1291622464382477,0.492769852219052,1.4783095566571556,0.26366547143073327,
phase2_g1_02_top_bottom_5pct_equal,G1_basket_size_concentration,"top/bottom 5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 5%, equal weight",0.05,0.05,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,1000000000.0,internal_holdout_2023_2024,2023-01-01,2024-12-31,-0.05443689962222065,0.05340305277678662,-1.0213696671431178,-0.1718440966011543,0.46493358224599435,0.3385575121598239,1.0129571876530095,0.13478854957627895,1.4304617647317808,0.7152308823658904,501,0.99800796812749,47.754980079681275,47.754980079681275,0.01262338697088347,1.3372717809089483,-0.14862865383684265,0.7152308823658904,2.145692647097671,0.2859644202223962,
phase2_g1_02_top_bottom_5pct_equal,G1_basket_size_concentration,"top/bottom 5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 5%, equal weight",0.05,0.05,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,1000000000.0,full_2010_2024,2010-01-01,2024-12-31,0.008123597588297837,0.03380184397252251,0.2562816486268199,-0.17184409660115352,1.5339457439123365,0.28867119783871287,0.8666230676191535,0.12236982982765027,0.7745509798821045,0.38727548994105226,3773,0.9997350291467939,41.84658187599364,41.84658187599364,0.02816802648069744,9.46459597093671,-0.14862865383684265,0.38727548994105226,1.1618264698231566,0.16414910179450343,
phase2_g1_03_top_bottom_7_5pct_equal,G1_basket_size_concentration,"top/bottom 7.5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 7.5%, equal weight",0.075,0.075,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,50000000.0,design_2010_2018,2010-01-01,2018-12-31,0.00899198010265212,0.031728041950540915,0.29800724025856207,-0.1883006921146283,3.8024919268667134,0.794427130786,2.3832813923580023,0.32677616346414906,2.0,1.0,382,0.1687279151943463,57.84628975265018,57.84628975265018,0.03531071308907466,9.799260651609965,-0.18932355369930254,0.9999999999999999,2.999999999999999,0.41125198524414097,
phase2_g1_03_top_bottom_7_5pct_equal,G1_basket_size_concentration,"top/bottom 7.5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 7.5%, equal weight",0.075,0.075,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,50000000.0,validation_2019_2022,2019-01-01,2022-12-31,0.002023086907930516,0.054829245132894194,0.06430093344446607,-0.20270490879050107,2.156123590601882,0.45973879585104926,1.3792163875531496,0.25286747375321716,2.0,1.0,12,0.011904761904761904,70.11507936507937,70.11507936507937,0.01985138155316844,3.2922941851370706,-0.1479345850621353,1.0000000000000002,2.9999999999999987,0.5499846435799606,
phase2_g1_03_top_bottom_7_5pct_equal,G1_basket_size_concentration,"top/bottom 7.5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 7.5%, equal weight",0.075,0.075,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,50000000.0,internal_holdout_2023_2024,2023-01-01,2024-12-31,-0.03363549797210896,0.04414059140691064,-0.7530576990065172,-0.10849279786277977,1.7920215448639338,0.5695376568705857,1.7086520255583177,0.26688956144154763,1.99601593625498,0.99800796812749,0,0.0,71.87450199203187,71.87450199203187,0.01262338697088347,1.3372717809089483,-0.08607566556404633,0.9980079681274903,2.99402390438247,0.4671679760388578,
phase2_g1_03_top_bottom_7_5pct_equal,G1_basket_size_concentration,"top/bottom 7.5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 7.5%, equal weight",0.075,0.075,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,50000000.0,full_2010_2024,2010-01-01,2024-12-31,0.001359840061284645,0.04081240754535677,0.053715797946372955,-0.23253477503163522,2.804764539472297,0.6173939941036655,1.852194800223622,0.28145994719863665,1.9994700582935878,0.9997350291467939,394,0.10439851616322204,62.989136195018546,62.989136195018546,0.02816802648069744,9.46459597093671,-0.18932355369930254,0.9997350291467941,2.9992050874403806,0.4557438630876635,
phase2_g1_03_top_bottom_7_5pct_equal,G1_basket_size_concentration,"top/bottom 7.5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 7.5%, equal weight",0.075,0.075,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,250000000.0,design_2010_2018,2010-01-01,2018-12-31,0.00947761663183555,0.0343449867515518,0.29182480897481,-0.1848727839194867,3.449786626935181,0.7217418433953773,2.16686770165721,0.26935227290778374,1.969414022214014,0.984707011107007,2264,1.0,57.84628975265018,57.84628975265018,0.03531071308907466,9.799260651609965,-0.1862177662165071,0.984707011107007,2.9541210333210204,0.36683740970708056,
phase2_g1_03_top_bottom_7_5pct_equal,G1_basket_size_concentration,"top/bottom 7.5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 7.5%, equal weight",0.075,0.075,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,250000000.0,validation_2019_2022,2019-01-01,2022-12-31,0.007565128525923948,0.0562617545361643,0.16210722215355874,-0.19456600157851434,2.190888680712349,0.4479621647342409,1.3438811948499838,0.23693809897456533,1.9996845673288355,0.9998422836644177,1008,1.0,70.11507936507937,70.11507936507937,0.01985138155316844,3.2922941851370706,-0.13845445662779987,0.9998422836644179,2.999526850993252,0.528745905579379,
phase2_g1_03_top_bottom_7_5pct_equal,G1_basket_size_concentration,"top/bottom 7.5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 7.5%, equal weight",0.075,0.075,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,250000000.0,internal_holdout_2023_2024,2023-01-01,2024-12-31,-0.03408652383609356,0.04454362472315589,-0.7563223139742336,-0.10942141598893718,1.761766831209819,0.5643996406577656,1.69323628827701,0.26045321624927686,1.99601593625498,0.99800796812749,501,0.99800796812749,71.87450199203187,71.87450199203187,0.01262338697088347,1.3372717809089483,-0.08662516142543186,0.9980079681274902,2.99402390438247,0.46007291020756114,
phase2_g1_03_top_bottom_7_5pct_equal,G1_basket_size_concentration,"top/bottom 7.5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 7.5%, equal weight",0.075,0.075,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,250000000.0,full_2010_2024,2010-01-01,2024-12-31,0.0030633360106304686,0.04262223755008533,0.09308175608548605,-0.22434507010662963,2.6852870109648257,0.5854575426283262,1.756882816736352,0.24986489551466148,1.9810374642713284,0.9905187321356642,3773,0.9997350291467939,62.989136195018546,62.989136195018546,0.02816802648069744,9.46459597093671,-0.1862177662165071,0.9905187321356643,2.9715561964069916,0.42248340469661894,
phase2_g1_03_top_bottom_7_5pct_equal,G1_basket_size_concentration,"top/bottom 7.5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 7.5%, equal weight",0.075,0.075,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,1000000000.0,design_2010_2018,2010-01-01,2018-12-31,0.006776624440451684,0.01837382611391378,0.3767573952655817,-0.08183477117475169,2.8650772070613852,0.5717948514018172,1.7247935132515415,0.19173144714244483,0.841537990731846,0.420768995365923,2264,1.0,57.84628975265018,57.84628975265018,0.03531071308907466,9.799260651609965,-0.08221352063684417,0.42076899536592305,1.262306986097769,0.13975827250473502,
phase2_g1_03_top_bottom_7_5pct_equal,G1_basket_size_concentration,"top/bottom 7.5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 7.5%, equal weight",0.075,0.075,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,1000000000.0,validation_2019_2022,2019-01-01,2022-12-31,0.03458761260318166,0.05783564966394482,0.6169273109170784,-0.1493516393354255,2.026333048672173,0.3129913437110985,0.9403147991435501,0.15609959490044611,1.4409513197900972,0.7204756598950486,1008,1.0,70.11507936507937,70.11507936507937,0.01985138155316844,3.2922941851370706,-0.1347347282295428,0.7204756598950487,2.161426979685146,0.35858647932740745,
phase2_g1_03_top_bottom_7_5pct_equal,G1_basket_size_concentration,"top/bottom 7.5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 7.5%, equal weight",0.075,0.075,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,1000000000.0,internal_holdout_2023_2024,2023-01-01,2024-12-31,-0.04262315859959398,0.04952121799793764,-0.8548105514375861,-0.13951313602376736,1.1584758510431357,0.4577767435575052,1.3719867499433165,0.1835229089799001,1.7967136881599204,0.8983568440799602,501,0.99800796812749,71.87450199203187,71.87450199203187,0.01262338697088347,1.3372717809089483,-0.11676792121260482,0.8983568440799601,2.6950705322398805,0.3606077927262897,
phase2_g1_03_top_bottom_7_5pct_equal,G1_basket_size_concentration,"top/bottom 7.5%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 7.5%, equal weight",0.075,0.075,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,1000000000.0,full_2010_2024,2010-01-01,2024-12-31,0.007366492280959314,0.037723131236534875,0.2134483759586904,-0.14935163933542372,1.8706829267276488,0.37568568511835276,1.1295659555518451,0.15198291009876055,1.1286887156390029,0.5643443578195014,3773,0.9997350291467939,62.989136195018546,62.989136195018546,0.02816802648069744,9.46459597093671,-0.1347347282295428,0.5643443578195015,1.6930330734585044,0.22758161421869225,
phase2_g1_04_top_bottom_10pct_equal,G1_basket_size_concentration,"top/bottom 10%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 10%, equal weight",0.1,0.1,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,50000000.0,design_2010_2018,2010-01-01,2018-12-31,-0.0018802252451457502,0.029116395807856518,-0.05007969483262362,-0.1753667936949278,3.757008717756942,0.8656402976328921,2.596920892898676,0.3445272220579977,2.0,1.0,0,0.0,77.32508833922262,77.32508833922262,0.03531071308907466,9.799260651609965,-0.17696758461488205,0.9999999999999999,2.999999999999999,0.39801268389026084,
phase2_g1_04_top_bottom_10pct_equal,G1_basket_size_concentration,"top/bottom 10%, equal weight",volatility_scaled_overnight_return,overnight_next / (vol20 / sqrt(252)),"top/bottom 10%, equal weight",0.1,0.1,equal_weight,raw_alpha_score,tiered_borrow_cost_only,4y_rolling,prior50_learned50,50000000.0,validation_2019_2022,2019-01-01,2022-12-31,-0.009107055203539383,0.05217056275986771,-0.1492427200527098,-0.20981415147458016,2.036273122549612,0.4831789310138217,1.449536793041467,0.2528001185470328,1.9999999999999996,0.9999999999999998,2,0.001984126984126984,93.6795634920635,93.6795634920635,0.01985138155316844,3.2922941851370706,-0.147671608404359,1.0,2.9999999999999987,0.5232964507090521,
